id,Name,Type,Port?,year,year_added,unc_year,DECADE,NHGISNAM,NHGISST,NHGISCTY,ICPSRST,ICPSRCTY,ICPSRNAM,STATENAM,ICPSRSTI,ICPSRCTYI,ICPSRFIP,GISJOIN,GISJOIN2,STATE,COUNTY,PID,X_CENTROID,Y_CENTROID
,Hopkinton,,"0","1804","1806","1804","1800",Montgomery,"360","0570","13","570",MONTGOMERY,New York,"13","570",36057.00000000000,G3600570,"3600570","360","0570",239.00000000000,1703804.03685000003,903121.79608700005
,Stockholm,,"0","1804","1806","1804","1800",Montgomery,"360","0570","13","570",MONTGOMERY,New York,"13","570",36057.00000000000,G3600570,"3600570","360","0570",239.00000000000,1703804.03685000003,903121.79608700005
,Pottsgrove,,"0","1796","1793",,"1800",Montgomery,"420","0910","14","910",MONTGOMERY,Pennsylvania,"14","910",42091.00000000000,G4200910,"4200910","420","0910",388.00000000000,1727245.55663000001,492046.76164200000
,Norristown,,"0","1796","1798",,"1800",Montgomery,"420","0910","14","910",MONTGOMERY,Pennsylvania,"14","910",42091.00000000000,G4200910,"4200910","420","0910",388.00000000000,1727245.55663000001,492046.76164200000
,Hatboro,,"0","1804","1802",,"1800",Montgomery,"420","0910","14","910",MONTGOMERY,Pennsylvania,"14","910",42091.00000000000,G4200910,"4200910","420","0910",388.00000000000,1727245.55663000001,492046.76164200000
,Worcester,,"0","1804","1806","1804","1800",Montgomery,"420","0910","14","910",MONTGOMERY,Pennsylvania,"14","910",42091.00000000000,G4200910,"4200910","420","0910",388.00000000000,1727245.55663000001,492046.76164200000
,Jenkintown,,"0","1804","1803",,"1800",Montgomery,"420","0910","14","910",MONTGOMERY,Pennsylvania,"14","910",42091.00000000000,G4200910,"4200910","420","0910",388.00000000000,1727245.55663000001,492046.76164200000
,Montgomeryville,,"0","1804","1806","1804","1800",Montgomery,"420","0910","14","910",MONTGOMERY,Pennsylvania,"14","910",42091.00000000000,G4200910,"4200910","420","0910",388.00000000000,1727245.55663000001,492046.76164200000
,Palmyra,,"0","1804","1801",,"1800",Montgomery,"470","1250","54","1250",MONTGOMERY,Tennessee,"54","1250",47125.00000000000,G4701250,"4701250","470","1250",107.00000000000,749741.50285100006,-78902.53109230002
,Clarksville,,"0","1804","1800",,"1800",Montgomery,"470","1250","54","1250",MONTGOMERY,Tennessee,"54","1250",47125.00000000000,G4701250,"4701250","470","1250",107.00000000000,749741.50285100006,-78902.53109230002
,Port Royal,,"0","1804","1802",,"1800",Montgomery,"470","1250","54","1250",MONTGOMERY,Tennessee,"54","1250",47125.00000000000,G4701250,"4701250","470","1250",107.00000000000,749741.50285100006,-78902.53109230002
,Dover,,"0","1804","2000","1804","1800",Montgomery,"470","1250","54","1250",MONTGOMERY,Tennessee,"54","1250",47125.00000000000,G4701250,"4701250","470","1250",107.00000000000,749741.50285100006,-78902.53109230002
,Stewart,,"0","1804","2000","1804","1800",Montgomery,"470","1250","54","1250",MONTGOMERY,Tennessee,"54","1250",47125.00000000000,G4701250,"4701250","470","1250",107.00000000000,749741.50285100006,-78902.53109230002
